,time,avg,replicas,for pod
0,1672824090295.5007,47.813241,1,[47.813241]
1,1672824105488.0237,49.762681,1,[49.762681]
2,1672824120684.9226,205.05417,5,"[38.76252, 37.0424, 47.557763, 47.329032, 34.362455]"
3,1672824135889.4802,146.618364,5,"[22.589404, 17.518862, 42.890978, 45.039702, 18.579418]"
4,1672824151080.6777,202.726946,8,"[11.961179, 15.030956, 17.792616, 43.150356, 32.596983, 48.646357, 14.745568, 18.802931]"
5,1672824166266.6282,360.433359,11,"[9.873122, 44.669746, 14.047883, 43.150356, 34.053989, 48.122224, 40.232532, 20.60094, 12.027486, 47.899039, 45.756042]"
6,1672824181449.4233,47.503512,1,[47.503512]
7,1672824196646.2961,49.909326,1,[49.909326]
8,1672824211855.407,211.157022,5,"[48.399092, 35.283135, 47.288937, 46.968033, 33.217825]"
9,1672824227142.6975,100.03448900000001,3,"[18.844822, 45.550055, 35.639612]"
10,1672824242339.6504,50.924515,1,[50.924515]
11,1672824257554.973,49.567846,1,[49.567846]
12,1672824272752.0874,178.844323,4,"[48.04918, 41.748059, 47.075262, 41.971822]"
13,1672824288030.2273,62.468345,2,"[18.23324, 44.235105]"
14,1672824303226.8945,49.542553,1,[49.542553]
