,time,avg,replicas,for pod
0,1672824090295.5007,32.572,1,[32.572]
1,1672824105488.0237,32.264,1,[32.264]
2,1672824120684.9226,143.688,5,"[29.264, 30.536, 25.852, 28.972, 29.064]"
3,1672824135889.4802,158.1,5,"[28.548, 31.0, 34.04, 36.304, 28.208]"
4,1672824151080.6777,247.18,8,"[28.632, 31.448, 27.836, 31.28, 35.116, 36.312, 28.172, 28.384]"
5,1672824166266.6282,336.492,11,"[31.004, 30.176, 27.872, 31.28, 35.48, 30.444, 32.148, 35.764, 27.82, 24.18, 30.324]"
6,1672824181449.4233,32.512,1,[32.512]
7,1672824196646.2961,33.088,1,[33.088]
8,1672824211855.407,150.624,5,"[31.96, 29.108, 30.864, 29.68, 29.012]"
9,1672824227142.6975,66.772,2,"[31.02, 35.752]"
10,1672824242339.6504,32.056,1,[32.056]
11,1672824257554.973,32.32,1,[32.32]
12,1672824272752.0874,118.78,4,"[28.8, 31.972, 29.108, 28.9]"
13,1672824288030.2273,30.596,1,[30.596]
14,1672824303226.8945,32.34,1,[32.34]
