,time,master,worker
0,1672824315589.233,6332.432,11378.208
1,1672824300561.408,6333.812,10723.772
2,1672824285527.6365,6362.232,11504.192
3,1672824270506.351,6358.272,10976.48
4,1672824255471.727,6327.416,11391.996
5,1672824240435.6428,6322.592,10883.972
6,1672824225411.0498,6384.128,11334.236
7,1672824210378.5579,6381.14,10906.888
8,1672824195345.7898,6320.06,11288.676
9,1672824180310.5144,6310.96,10972.044
10,1672824165279.3386,6499.824,11547.5
11,1672824150251.6436,6484.84,11257.864
12,1672824135229.151,6378.276,11405.608
13,1672824120200.1975,6370.016,11253.912
14,1672824105164.5818,6332.544,11392.536
15,1672824090128.5027,6259.904,11464.708
