,time,master,worker
0,1672823114653.5696,302.885933,6216.138816
1,1672823099633.6326,227.508917,5314.97049
2,1672823084608.0105,363.212804,6115.630998
3,1672823069584.3289,550.283859,5277.070518
4,1672823054548.9846,309.201958,6127.986192
5,1672823039523.1035,247.353864,5315.797911
6,1672823024487.1404,381.75065,6061.705033
7,1672823009461.792,516.073099,5369.079422
8,1672822994433.7617,267.019172,5992.444699
9,1672822979398.992,319.323689,5878.422385
10,1672822964363.7803,282.605974,6668.042772
11,1672822949332.054,539.810914,5453.994344
12,1672822934297.7188,317.563214,6723.028217
13,1672822919271.4001,315.359045,5575.27415
14,1672822904237.264,565.923961,6368.83215
15,1672822889201.8872,963.908802,5661.503599
