,time,master,worker
0,1673454212103.967,6071.104,11398.164
1,1673454197084.541,6068.616,11460.472
2,1673454182051.6787,6064.336,11444.964
3,1673454167018.1006,6064.86,11565.944
4,1673454151984.0417,6063.844,11444.236
5,1673454136959.2998,6059.54,11551.668
6,1673454121925.4133,6064.504,11424.012
7,1673454106890.6135,6054.724,11520.74
8,1673454091853.3296,6029.932,11397.744
9,1673454076820.626,6129.728,11558.312
10,1673454061796.1907,6123.632,11463.72
11,1673454046761.67,6062.968,11544.176
12,1673454031729.4182,6063.032,11247.372
13,1673454016706.0168,6061.104,11519.636
14,1673454001670.9214,6063.652,11223.472
15,1673453986635.0886,5986.516,11535.428
