,time,avg,replicas,for pod
0,1672547314204.4644,30.052,1,[30.052]
1,1672547329365.229,32.292,1,[32.292]
2,1672547344568.6606,32.172,1,[32.172]
3,1672547359727.56,32.896,1,[32.896]
4,1672547374879.829,57.448,2,"[25.572, 31.876]"
5,1672547390039.9343,66.716,2,"[35.952, 30.764]"
6,1672547405200.9045,67.648,2,"[36.688, 30.96]"
7,1672547420356.0352,67.648,2,"[36.688, 30.96]"
8,1672547435510.2239,67.28,2,"[37.176, 30.104]"
9,1672547450675.015,68.5,2,"[38.504, 29.996]"
10,1672547465835.8054,68.564,2,"[38.504, 30.06]"
11,1672547480997.1895,67.7,2,"[36.808, 30.892]"
12,1672547496157.4922,68.104,2,"[38.0, 30.104]"
13,1672547511307.4912,69.164,2,"[38.352, 30.812]"
14,1672547526470.561,69.248,2,"[37.884, 31.364]"
