,time,observed
0,1672824810673.4434,5
1,1672824825979.5977,5
2,1672824841194.8123,20
3,1672824856413.5642,1
4,1672824871667.4482,5
5,1672824886882.425,5
6,1672824902110.8713,1
7,1672824917309.9275,1
8,1672824932519.168,5
9,1672824947726.9321,5
10,1672824962928.0115,8
11,1672824978126.7852,12
12,1672824993413.9895,15
13,1672825008594.5781,1
14,1672825023795.7432,1
