,time,avg,replicas,for pod
0,1672824810673.4434,88.292,3,"[28.472, 28.216, 31.604]"
1,1672824825979.5977,31.432,1,[31.432]
2,1672824841194.8123,36.08,1,[36.08]
3,1672824856413.5642,36.68,1,[36.68]
4,1672824871667.4482,122.98399999999998,4,"[28.24, 28.372, 28.344, 38.028]"
5,1672824886882.425,37.612,1,[37.612]
6,1672824902110.8713,38.692,1,[38.692]
7,1672824917309.9275,38.176,1,[38.176]
8,1672824932519.168,121.792,4,"[28.652, 27.568, 38.524, 27.048]"
9,1672824947726.9321,152.572,5,"[29.476, 29.456, 27.868, 37.472, 28.3]"
10,1672824962928.0115,241.8,8,"[27.696, 27.984, 36.136, 28.3, 27.684, 28.272, 37.328, 28.4]"
11,1672824978126.7852,339.28000000000003,11,"[28.024, 35.356, 26.532, 36.732, 28.744, 34.208, 27.836, 28.324, 27.284, 37.752, 28.488]"
12,1672824993413.9895,218.61599999999999,7,"[27.432, 36.392, 26.804, 34.896, 28.116, 27.636, 37.34]"
13,1672825008594.5781,37.964,1,[37.964]
14,1672825023795.7432,37.964,1,[37.964]
