,time,master,worker
0,1672169307232.1729,6047.544,10833.428
1,1672169292199.6729,6044.136,11326.752
2,1672169277164.7952,6042.952,10669.22
3,1672169262138.3171,6047.208,11249.716
4,1672169247104.4812,6066.728,11447.572
5,1672169232070.0203,6062.656,11331.344
6,1672169217035.1907,6059.06,11453.836
7,1672169202001.4443,6079.196,11352.968
8,1672169186974.7734,6083.848,11422.912
9,1672169171945.3608,6078.728,11319.684
10,1672169156924.2363,6049.696,11406.784
11,1672169141889.4622,6110.752,11337.896
12,1672169126856.95,6109.356,11438.816
13,1672169111826.675,6075.388,11305.124
14,1672169096791.7373,6008.58,11442.076
15,1672169081768.9792,6073.356,11034.82
