,time,observed
0,1671748726493.3984,2
1,1671748741660.4614,2
2,1671748756822.5076,3
3,1671748771988.0579,3
4,1671748787166.6287,3
5,1671748802334.2126,4
6,1671748817524.7683,4
7,1671748832707.5408,4
8,1671748847905.5486,3
9,1671748863079.3818,3
10,1671748878254.1848,4
11,1671748893425.3123,1
12,1671748908638.939,1
13,1671748923817.9312,2
14,1671748938996.6582,2
