,time,avg,replicas,for pod
0,1672484662103.932,232.68469100000002,5,"[47.219543, 43.264041, 47.47138, 47.420758, 47.308969]"
1,1672484677370.627,12.811792,1,[12.811792]
2,1672484692645.952,48.26133,1,[48.26133]
3,1672484707873.4182,50.077345,1,[50.077345]
4,1672484723135.5476,174.517918,4,"[35.468998, 47.567469, 43.99254, 47.488911]"
5,1672484738387.757,103.35566299999999,4,"[11.69324, 42.993764, 16.086503, 32.582156]"
6,1672484753625.8818,183.097405,6,"[15.374577, 18.336332, 31.671806, 41.37082, 26.072649, 50.271221]"
7,1672484768853.3914,13.999675,1,[13.999675]
8,1672484784111.6768,49.709317,1,[49.709317]
9,1672484799353.4187,50.273627,1,[50.273627]
10,1672484814567.696,136.490618,3,"[39.520704, 48.725532, 48.244382]"
11,1672484829786.7314,21.415159,1,[21.415159]
12,1672484845014.5571,48.331453,1,[48.331453]
13,1672484860228.609,50.395749,1,[50.395749]
14,1672484875477.9563,130.52025200000003,3,"[42.085911, 48.118492, 40.315849]"
