,time,master,worker
0,1672484887370.4846,231.570589,5848.512401
1,1672484872346.0762,330.921149,5511.946034
2,1672484857311.1748,295.816984,6527.922264
3,1672484842276.611,331.293336,5504.338943
4,1672484827254.2166,206.673011,6665.890893
5,1672484812220.847,316.932599,5649.17123
6,1672484797199.3457,267.557025,6464.625253
7,1672484782167.853,397.780945,5537.235257
8,1672484767140.2444,246.730882,6452.481682
9,1672484752108.0505,333.797552,5465.787895
10,1672484737073.6218,256.703685,6467.407786
11,1672484722037.3618,282.593434,5447.779905
12,1672484707013.802,241.050972,6667.524216
13,1672484691978.9607,665.321093,5731.569275
14,1672484676943.889,985.419248,6207.537237
15,1672484661907.1853,421.338432,5378.447855
