,time,observed
0,1672477627569.58,10
1,1672477642844.7896,1
2,1672477658045.9624,1
3,1672477673271.0723,5
4,1672477688489.5747,10
5,1672477703773.168,1
6,1672477718988.3135,1
7,1672477734196.7876,5
8,1672477749394.6587,10
9,1672477764664.175,1
10,1672477779922.8127,1
11,1672477795139.4429,5
12,1672477810469.47,10
13,1672477825707.7449,1
14,1672477840945.4172,1
