,time,avg,replicas,for pod
0,1672314583421.6135,128.776,4,"[28.16, 28.344, 37.796, 34.476]"
1,1672314598726.065,186.18,6,"[25.048, 28.604, 29.132, 28.812, 37.796, 36.788]"
2,1672314613934.2761,38.552,1,[38.552]
3,1672314629118.4834,38.208,1,[38.208]
4,1672314644311.1523,92.18,3,"[27.58, 25.836, 38.764]"
5,1672314659509.4265,101.396,3,"[28.78, 33.756, 38.86]"
6,1672314674814.8538,74.82,2,"[36.228, 38.592]"
7,1672314689989.1226,39.288,1,[39.288]
8,1672314705212.0127,39.9,1,[39.9]
9,1672314720400.8337,67.944,2,"[38.796, 29.148]"
10,1672314735586.9487,96.21199999999999,3,"[29.16, 38.684, 28.368]"
11,1672314750772.0608,102.788,3,"[34.66, 39.352, 28.776]"
12,1672314765959.2437,102.828,3,"[35.476, 38.264, 29.088]"
13,1672314781160.8809,131.0,4,"[35.652, 39.184, 27.936, 28.228]"
14,1672314796414.8035,38.008,1,[38.008]
