,time,avg,replicas,for pod
0,1672213260578.6387,133.1,4,"[36.28, 28.832, 36.248, 31.74]"
1,1672213275751.564,103.316,3,"[36.28, 37.008, 30.028]"
2,1672213290910.3477,31.136,1,[31.136]
3,1672213306072.3147,32.08,1,[32.08]
4,1672213321238.4822,88.892,3,"[29.212, 28.26, 31.42]"
5,1672213336488.3857,172.56,6,"[26.976, 27.368, 33.268, 28.956, 27.732, 28.26]"
6,1672213351644.9172,35.868,1,[35.868]
7,1672213366812.7292,35.868,1,[35.868]
8,1672213381983.6868,150.552,5,"[27.792, 27.752, 29.156, 37.312, 28.54]"
9,1672213397178.7134,150.584,5,"[28.248, 28.208, 27.832, 37.364, 28.932]"
10,1672213412343.08,37.252,1,[37.252]
11,1672213427510.4473,38.04,1,[38.04]
12,1672213442666.4592,122.46000000000001,4,"[28.792, 29.06, 37.256, 27.352]"
13,1672213457839.2058,267.188,9,"[31.7, 27.656, 25.468, 28.352, 33.036, 28.088, 36.984, 27.808, 28.096]"
14,1672213473105.299,339.83599999999996,11,"[27.412, 34.476, 28.116, 28.992, 33.492, 28.624, 35.636, 24.02, 34.1, 37.4, 27.568]"
