,time,avg,replicas,for pod
0,1672242312782.5215,39.076,1,[39.076]
1,1672242327955.4993,39.632,1,[39.632]
2,1672242343120.1006,66.952,2,"[28.424, 38.528]"
3,1672242358312.0193,66.62,2,"[28.576, 38.044]"
4,1672242373470.1028,100.104,3,"[32.452, 29.036, 38.616]"
5,1672242388625.2683,102.95599999999999,3,"[35.7, 30.112, 37.144]"
6,1672242403793.8555,103.74799999999999,3,"[37.276, 29.108, 37.364]"
7,1672242418961.0562,166.61200000000002,5,"[37.276, 29.036, 27.92, 34.392, 37.988]"
8,1672242434132.0754,166.176,5,"[36.428, 29.476, 28.452, 34.392, 37.428]"
9,1672242449284.6858,31.984,1,[31.984]
10,1672242464448.057,31.052,1,[31.052]
11,1672242479613.6792,64.452,2,"[31.836, 32.616]"
12,1672242494869.393,66.356,2,"[30.652, 35.704]"
13,1672242510028.768,66.43199999999999,2,"[29.708, 36.724]"
14,1672242525257.976,95.88,3,"[29.42, 29.72, 36.74]"
