,time,master,worker
0,1672481764961.6602,6187.668,11549.64
1,1672481749929.9612,6309.292,11402.644
2,1672481734900.3394,6288.08,11579.188
3,1672481719865.2195,6208.88,11288.44
4,1672481704830.1511,6192.096,11443.3
5,1672481689797.992,6267.092,11454.376
6,1672481674765.4968,6207.432,11513.436
7,1672481659731.5042,6173.12,11329.02
8,1672481644696.721,6295.408,11605.308
9,1672481629661.7583,6261.7,11420.68
10,1672481614627.4346,6172.544,11514.348
11,1672481599592.7683,6161.788,11388.104
12,1672481584548.8088,6402.3,11645.116
13,1672481569512.7166,6323.872,11009.432
14,1672481554477.913,6305.712,11516.072
15,1672481539455.8257,6195.88,11601.692
