,time,avg,replicas,for pod
0,1672481539695.798,138.876,5,"[30.864, 28.54, 28.292, 24.688, 26.492]"
1,1672481554924.765,194.76799999999997,7,"[29.816, 27.28, 28.72, 28.336, 29.436, 24.688, 26.492]"
2,1672481570220.02,309.032,10,"[30.256, 30.976, 27.604, 28.972, 28.304, 28.968, 28.708, 34.348, 35.368, 35.528]"
3,1672481585528.5142,136.93200000000002,4,"[29.992, 35.912, 35.276, 35.752]"
4,1672481600750.824,31.544,1,[31.544]
5,1672481615975.7698,31.232,1,[31.232]
6,1672481631257.1794,176.556,6,"[29.852, 32.656, 33.44, 26.952, 26.112, 27.544]"
7,1672481646469.207,30.128,1,[30.128]
8,1672481661697.2578,32.028,1,[32.028]
9,1672481676917.0664,59.992000000000004,2,"[30.44, 29.552]"
10,1672481692214.4924,30.428,1,[30.428]
11,1672481707422.657,31.328,1,[31.328]
12,1672481722653.2546,58.172,2,"[31.832, 26.34]"
13,1672481737905.7346,229.32799999999997,8,"[31.312, 30.932, 26.452, 31.336, 28.908, 27.196, 26.516, 26.676]"
14,1672481753134.2175,30.356,1,[30.356]
