,time,master,worker
0,1672525685984.7415,163.388137,5602.72229
1,1672525670963.7603,141.865355,5740.102733
2,1672525655940.9792,129.119882,5552.648738
3,1672525640915.058,340.602631,5902.995644
4,1672525625879.3047,240.670447,5931.749893
5,1672525610845.0212,263.211358,6444.293545
6,1672525595817.3982,185.327199,5390.182634
7,1672525580791.977,175.105996,6540.968868
8,1672525565755.7043,335.845577,5472.27674
9,1672525550724.5674,233.863989,6254.066494
10,1672525535683.302,307.416768,5450.851314
11,1672525520649.2712,175.3972,6197.399945
12,1672525505614.2314,186.656751,5556.548062
13,1672525490580.2205,286.650064,5880.83268
14,1672525475546.3252,472.806874,5716.508245
15,1672525460512.1677,157.480735,5515.676079
