,time,master,worker
0,1672482245394.196,6367.656,11477.544
1,1672482230370.3057,6293.484,11588.664
2,1672482215335.038,6245.264,10958.912
3,1672482200300.2007,6219.376,11503.548
4,1672482185280.395,6425.06,11319.32
5,1672482170250.1218,6326.14,11607.172
6,1672482155213.7336,6274.448,11259.488
7,1672482140180.8118,6187.968,11571.844
8,1672482125145.8481,6456.556,11439.384
9,1672482110111.3325,6340.012,10899.624
10,1672482095077.0493,6278.136,11387.832
11,1672482080041.743,6228.88,11108.32
12,1672482065006.8352,6214.236,11323.284
13,1672482049974.7734,6352.352,11603.74
14,1672482034934.3564,6317.524,10880.732
15,1672482019898.8386,6234.76,11489.46
