,time,avg,replicas,for pod
0,1672482020085.8806,58.988,2,"[32.58, 26.408]"
1,1672482035338.8706,203.01999999999998,7,"[30.656, 29.296, 28.52, 32.288, 26.968, 28.596, 26.696]"
2,1672482050613.2454,186.048,6,"[26.568, 31.048, 34.688, 34.132, 34.844, 24.768]"
3,1672482065844.6406,32.364,1,[32.364]
4,1672482081086.6057,32.964,1,[32.964]
5,1672482096421.0771,88.916,3,"[31.656, 29.108, 28.152]"
6,1672482111655.5793,203.568,7,"[32.484, 31.196, 29.54, 28.052, 25.484, 28.3, 28.512]"
7,1672482126882.0295,34.136,1,[34.136]
8,1672482142102.4458,35.22,1,[35.22]
9,1672482157404.5164,91.27199999999999,3,"[37.484, 28.372, 25.416]"
10,1672482172637.1506,209.55200000000002,7,"[37.504, 26.428, 27.568, 28.728, 28.34, 33.24, 27.744]"
11,1672482187861.738,28.932,1,[28.932]
12,1672482203093.6814,30.732,1,[30.732]
13,1672482218317.5496,59.588,2,"[30.588, 29.0]"
14,1672482233562.1157,201.308,7,"[29.42, 27.848, 26.776, 28.896, 29.052, 25.692, 33.624]"
