,time,avg,replicas,for pod
0,1672480339122.7686,28.632,1,[28.632]
1,1672480354365.1604,32.092,1,[32.092]
2,1672480369608.0076,31.216,1,[31.216]
3,1672480384856.7764,87.608,3,"[27.98, 28.596, 31.032]"
4,1672480400102.5972,30.052,1,[30.052]
5,1672480415377.364,31.8,1,[31.8]
6,1672480430633.5564,113.204,4,"[28.636, 28.06, 26.184, 30.324]"
7,1672480445894.538,30.508,1,[30.508]
8,1672480461146.2861,32.72,1,[32.72]
9,1672480476395.4446,107.72,4,"[24.656, 28.552, 23.776, 30.736]"
10,1672480491631.9697,174.63600000000002,6,"[28.276, 24.656, 29.04, 34.776, 27.644, 30.244]"
11,1672480506879.1404,30.4,1,[30.4]
12,1672480522116.7136,31.764,1,[31.764]
13,1672480537354.2942,32.728,1,[32.728]
14,1672480552583.8357,174.95999999999998,6,"[28.028, 25.436, 27.836, 34.936, 27.768, 30.956]"
