,time,master,worker
0,1672165705741.0442,6077.872,11470.084
1,1672165690721.7751,6073.668,11377.092
2,1672165675694.9526,6070.172,11487.364
3,1672165660661.1233,6069.636,11376.168
4,1672165645638.9382,6070.396,11466.56
5,1672165630614.8516,6061.084,11386.168
6,1672165615586.2832,6060.868,11495.192
7,1672165600551.8132,6071.76,11211.052
8,1672165585521.7854,6075.42,11518.364
9,1672165570494.8936,6071.084,11265.812
10,1672165555459.8977,6072.44,10738.992
11,1672165540426.5774,6070.504,11226.26
12,1672165525386.9072,6070.268,11137.568
13,1672165510352.2292,6040.808,11285.34
14,1672165495332.2585,6040.224,10828.948
15,1672165480312.9448,6103.364,11351.576
