,time,observed
0,1672511772531.5017,1
1,1672511787684.5432,1
2,1672511802840.693,1
3,1672511818007.8955,2
4,1672511833167.0217,2
5,1672511848332.948,2
6,1672511863489.8223,3
7,1672511878709.371,3
8,1672511893859.085,1
9,1672511909015.7747,1
10,1672511924177.3716,2
11,1672511939333.7063,2
12,1672511954496.5469,2
13,1672511969658.2068,3
14,1672511984824.3135,3
