,time,observed
0,1672273045907.6248,2
1,1672273061152.5134,2
2,1672273076346.383,3
3,1672273091536.639,3
4,1672273106720.6663,3
5,1672273121907.8977,3
6,1672273137093.6584,3
7,1672273152284.7683,3
8,1672273167465.4639,3
9,1672273182656.04,3
10,1672273197857.8533,1
11,1672273213054.3833,1
12,1672273228227.0283,2
13,1672273243404.0508,2
14,1672273258616.1067,2
