,time,observed
0,1672305939749.893,1
1,1672305954919.4646,1
2,1672305970071.6501,2
3,1672305985231.5027,2
4,1672306000399.189,2
5,1672306015563.6123,1
6,1672306030735.8235,1
7,1672306045904.6086,2
8,1672306061086.6472,2
9,1672306076261.9773,2
10,1672306091427.0715,1
11,1672306106587.5396,1
12,1672306121746.9773,2
13,1672306136914.6538,2
14,1672306152069.3357,2
