,time,master,worker
0,1672478333115.0044,6161.82,11057.364
1,1672478318080.6084,6300.984,11614.272
2,1672478303046.3738,6228.052,11302.996
3,1672478288016.5977,6182.376,11410.228
4,1672478272989.7056,6165.828,11280.424
5,1672478257954.633,6293.524,11668.004
6,1672478242925.5813,6263.148,11375.392
7,1672478227892.1619,6167.648,11571.932
8,1672478212856.999,6158.86,11454.38
9,1672478197832.5198,6344.964,11776.588
10,1672478182796.819,6322.54,11031.516
11,1672478167771.9695,6188.9,11563.556
12,1672478152739.6265,6173.008,11068.204
13,1672478137702.079,6152.68,11601.264
14,1672478122666.5427,6344.08,11481.84
15,1672478107629.6833,6192.964,11623.24
