,time,master,worker
0,1672478333115.0044,1021.52398,5352.848164
1,1672478318080.6084,513.774171,6507.144635
2,1672478303046.3738,364.532762,5487.792191
3,1672478288016.5977,315.050281,5942.847783
4,1672478272989.7056,578.999931,5011.283295
5,1672478257954.633,385.516397,6362.025853
6,1672478242925.5813,452.175229,5291.121573
7,1672478227892.1619,285.067194,5983.77564
8,1672478212856.999,710.803074,5594.273881
9,1672478197832.5198,409.803189,6689.92665
10,1672478182796.819,452.351673,5647.787732
11,1672478167771.9695,403.963833,6332.667801
12,1672478152739.6265,358.390379,5343.836336
13,1672478137702.079,779.022582,6141.729689
14,1672478122666.5427,746.251854,5583.247721
15,1672478107629.6833,377.816448,6018.305093
