,time,avg,replicas,for pod
0,1672478107920.6394,230.66123,5,"[46.253895, 44.522418, 44.373521, 47.486929, 48.024467]"
1,1672478123148.699,107.30989600000001,3,"[11.596685, 48.024467, 47.688744]"
2,1672478138377.255,48.730617,1,[48.730617]
3,1672478153604.1545,50.298687,1,[50.298687]
4,1672478168816.782,161.208981,4,"[20.812451, 49.709861, 43.137114, 47.549555]"
5,1672478184059.1746,239.84092600000002,9,"[17.874803, 18.257979, 48.028471, 10.773353, 18.878919, 43.137114, 10.938149, 30.453571, 41.498567]"
6,1672478199325.651,123.817901,4,"[12.485682, 48.154406, 34.219887, 28.957926]"
7,1672478214540.0974,46.418252,1,[46.418252]
8,1672478229785.9055,49.569829,1,[49.569829]
9,1672478245056.9644,87.08434600000001,2,"[39.167205, 47.917141]"
10,1672478260326.9348,13.975107,1,[13.975107]
11,1672478275577.6172,49.121254,1,[49.121254]
12,1672478290825.6685,49.647719,1,[49.647719]
13,1672478306062.7988,197.97836199999998,5,"[25.650149, 44.476282, 40.070799, 48.59848, 39.182652]"
14,1672478321356.7107,17.826482,1,[17.826482]
