,time,avg,replicas,for pod
0,1673455907819.105,29.2,1,[29.2]
1,1673455922978.7603,31.024,1,[31.024]
2,1673455938144.591,31.504,1,[31.504]
3,1673455953311.3672,57.684,2,"[30.488, 27.196]"
4,1673455968466.6567,98.888,3,"[33.76, 29.116, 36.012]"
5,1673455983625.1765,101.196,3,"[35.684, 29.5, 36.012]"
6,1673455998792.1194,103.872,3,"[37.852, 29.184, 36.836]"
7,1673456013950.2212,37.032,1,[37.032]
8,1673456029115.1812,37.964,1,[37.964]
9,1673456044281.5852,38.264,1,[38.264]
10,1673456059452.157,66.932,2,"[38.796, 28.136]"
11,1673456074616.9878,66.86,2,"[38.62, 28.24]"
12,1673456089777.6367,93.55199999999999,3,"[26.252, 38.62, 28.68]"
13,1673456105037.867,103.644,3,"[36.452, 38.268, 28.924]"
14,1673456120206.3184,104.724,3,"[37.128, 38.664, 28.932]"
