,time,observed
0,1673455907819.105,5
1,1673455922978.7603,1
2,1673455938144.591,1
3,1673455953311.3672,3
4,1673455968466.6567,3
5,1673455983625.1765,3
6,1673455998792.1194,3
7,1673456013950.2212,5
8,1673456029115.1812,1
9,1673456044281.5852,1
10,1673456059452.157,2
11,1673456074616.9878,2
12,1673456089777.6367,3
13,1673456105037.867,3
14,1673456120206.3184,5
