,time,master,worker
0,1673456133083.5872,6132.408,11377.392
1,1673456118056.56,6070.032,10817.168
2,1673456103025.2937,6062.556,11349.576
3,1673456088001.8074,6069.68,10808.896
4,1673456072966.5413,6069.588,11242.204
5,1673456057937.8875,6072.844,11547.828
6,1673456042902.8696,6065.968,11229.76
7,1673456027879.1162,6048.352,11521.98
8,1673456012844.24,6137.472,11251.536
9,1673455997808.7705,6079.12,11534.196
10,1673455982772.793,6070.584,11265.808
11,1673455967738.085,6071.748,11453.732
12,1673455952717.2622,6071.432,11264.108
13,1673455937695.1877,6077.152,11409.088
14,1673455922660.9731,6079.244,11200.336
15,1673455907626.8943,6038.016,11511.816
