,time,master,worker
0,1673515806209.7908,6023.14,11406.444
1,1673515791177.4536,6025.28,11464.828
2,1673515776149.0493,6024.096,11186.648
3,1673515761121.4995,6024.592,11486.7
4,1673515746095.7722,6024.684,10899.0
5,1673515731075.115,6027.452,11499.944
6,1673515716040.2764,6022.948,11163.28
7,1673515701020.9868,6023.928,11496.38
8,1673515685999.965,6021.912,11101.792
9,1673515670967.3157,6020.576,11492.584
10,1673515655937.7559,6020.556,11091.532
11,1673515640902.8574,6019.024,11462.392
12,1673515625879.136,6020.944,11194.884
13,1673515610844.7126,6019.664,11494.372
14,1673515595809.1077,5951.056,11133.3
15,1673515580774.1462,5949.432,11403.992
