,time,observed
0,1673515580920.8467,2
1,1673515596055.0469,2
2,1673515611210.3472,2
3,1673515626360.8933,2
4,1673515641501.2036,2
5,1673515656651.171,2
6,1673515671800.4492,2
7,1673515686948.3076,2
8,1673515702111.9722,2
9,1673515717252.2532,2
10,1673515732390.2834,2
11,1673515747538.4963,2
12,1673515762692.0095,2
13,1673515777837.9028,2
14,1673515792986.9497,2
