,time,avg,replicas,for pod
0,1673515580920.8467,70.8,2,"[30.848, 39.952]"
1,1673515596055.0469,70.72,2,"[31.156, 39.564]"
2,1673515611210.3472,70.892,2,"[30.632, 40.26]"
3,1673515626360.8933,70.548,2,"[30.772, 39.776]"
4,1673515641501.2036,69.668,2,"[29.964, 39.704]"
5,1673515656651.171,70.04,2,"[30.596, 39.444]"
6,1673515671800.4492,71.632,2,"[30.86, 40.772]"
7,1673515686948.3076,70.024,2,"[30.312, 39.712]"
8,1673515702111.9722,69.38,2,"[30.012, 39.368]"
9,1673515717252.2532,70.268,2,"[30.652, 39.616]"
10,1673515732390.2834,70.84,2,"[30.476, 40.364]"
11,1673515747538.4963,70.512,2,"[31.06, 39.452]"
12,1673515762692.0095,70.97200000000001,2,"[30.976, 39.996]"
13,1673515777837.9028,70.38,2,"[31.172, 39.208]"
14,1673515792986.9497,69.88,2,"[30.468, 39.412]"
