,time,master,worker
0,1672696972155.5796,6256.78,11020.764
1,1672696957120.7168,6255.764,11218.564
2,1672696942085.6562,6255.068,10978.036
3,1672696927062.9668,6256.496,11176.272
4,1672696912027.7695,6255.532,10845.104
5,1672696896997.1394,6255.204,11128.368
6,1672696881964.4985,6252.476,11280.916
7,1672696866929.7937,6251.532,11131.196
8,1672696851908.6873,6252.308,11235.436
9,1672696836876.485,6252.448,11063.18
10,1672696821855.0942,6278.32,11261.92
11,1672696806827.0808,6250.684,11129.208
12,1672696791792.6682,6245.996,11263.108
13,1672696776757.4858,6251.316,11119.4
14,1672696761736.1267,6180.392,11237.972
15,1672696746702.1433,6250.572,10644.796
