,time,master,worker
0,1671810428152.7698,6134.592,10763.908
1,1671810413118.7246,6132.836,11307.22
2,1671810398084.9895,6133.868,10701.308
3,1671810383052.7776,6133.348,11194.508
4,1671810368016.7979,6134.604,11462.712
5,1671810352982.0234,6132.3,11161.132
6,1671810337959.3406,6131.052,11549.104
7,1671810322918.4849,6131.48,11226.432
8,1671810307896.8442,6131.772,11532.456
9,1671810292864.0725,6132.704,11225.58
10,1671810277829.4717,6130.8,11519.84
11,1671810262806.164,6132.26,11224.84
12,1671810247770.8315,6131.632,11499.56
13,1671810232746.875,6129.832,11126.928
14,1671810217711.3633,6128.896,11487.492
15,1671810202675.906,6134.26,11157.144
