,time,avg,replicas,for pod
0,1672670271078.441,33.16,1,[33.16]
1,1672670286244.032,32.824,1,[32.824]
2,1672670301410.9888,33.644,1,[33.644]
3,1672670316569.267,93.84400000000001,3,"[31.0, 33.352, 29.492]"
4,1672670331737.2385,102.188,3,"[30.576, 35.704, 35.908]"
5,1672670346905.5837,102.224,3,"[30.472, 35.844, 35.908]"
6,1672670362089.3142,30.128,1,[30.128]
7,1672670377253.8022,32.312,1,[32.312]
8,1672670392419.694,32.388,1,[32.388]
9,1672670407586.432,84.4,3,"[28.056, 31.044, 25.3]"
10,1672670422758.8623,101.55600000000001,3,"[35.996, 30.52, 35.04]"
11,1672670437929.962,102.788,3,"[36.16, 30.792, 35.836]"
12,1672670453094.7747,187.332,6,"[37.428, 30.484, 28.396, 27.832, 36.028, 27.164]"
13,1672670468267.221,192.996,6,"[37.428, 30.492, 28.308, 28.032, 36.636, 32.1]"
14,1672670483583.547,30.936,1,[30.936]
