,time,master,worker
0,1672491108106.2224,133.530052,5431.484209
1,1672491093072.0051,165.921815,6272.142852
2,1672491078044.6772,152.928157,5471.849835
3,1672491063009.9287,199.879895,6138.880705
4,1672491047975.7732,186.970421,5668.456049
5,1672491032935.7183,213.774485,6030.040458
6,1672491017901.3896,199.079073,5498.173038
7,1672491002874.5232,195.703406,6338.890019
8,1672490987839.4111,151.700728,5393.2311
9,1672490972818.4944,167.022857,6430.892398
10,1672490957784.3,163.386549,5368.865538
11,1672490942759.9365,225.052146,5802.182583
12,1672490927731.8948,174.239196,5370.412296
13,1672490912696.3145,170.208309,5925.254261
14,1672490897675.6443,319.419997,5601.194038
15,1672490882640.701,192.847184,5921.105401
