,time,avg,replicas,for pod
0,1672157797248.3384,31.808,1,[31.808]
1,1672157812411.5403,87.116,3,"[30.624, 27.924, 28.568]"
2,1672157827565.809,62.42,2,"[30.924, 31.496]"
3,1672157842722.0706,35.044,1,[35.044]
4,1672157857900.4802,65.656,2,"[29.168, 36.488]"
5,1672157873060.6323,66.064,2,"[28.692, 37.372]"
6,1672157888223.4028,67.34400000000001,2,"[29.952, 37.392]"
7,1672157903394.9832,67.336,2,"[29.944, 37.392]"
8,1672157918556.5796,67.016,2,"[29.176, 37.84]"
9,1672157933712.4856,66.848,2,"[28.872, 37.976]"
10,1672157948871.0635,67.424,2,"[29.648, 37.776]"
11,1672157964030.2961,67.56800000000001,2,"[29.356, 38.212]"
12,1672157979191.7417,67.392,2,"[29.148, 38.244]"
13,1672157994355.8462,67.672,2,"[29.428, 38.244]"
14,1672158009515.5435,67.928,2,"[29.5, 38.428]"
