,time,avg,replicas,for pod
0,1673513419824.2058,70.204,2,"[30.392, 39.812]"
1,1673513434969.5962,69.64,2,"[29.604, 40.036]"
2,1673513450118.9116,70.12,2,"[30.376, 39.744]"
3,1673513465274.1743,70.492,2,"[30.748, 39.744]"
4,1673513480422.0369,69.636,2,"[30.344, 39.292]"
5,1673513495576.9636,70.98400000000001,2,"[31.292, 39.692]"
6,1673513510727.0588,70.15599999999999,2,"[29.676, 40.48]"
7,1673513525876.3425,70.312,2,"[29.644, 40.668]"
8,1673513541028.1062,70.624,2,"[30.436, 40.188]"
9,1673513556176.1191,71.24799999999999,2,"[30.54, 40.708]"
10,1673513571330.0225,71.344,2,"[31.528, 39.816]"
11,1673513586468.019,70.904,2,"[30.892, 40.012]"
12,1673513601620.1587,70.624,2,"[30.82, 39.804]"
13,1673513616775.8523,70.976,2,"[31.016, 39.96]"
14,1673513631937.9888,70.19200000000001,2,"[29.992, 40.2]"
