,time,master,worker
0,1672493749551.5515,6076.3,10839.0
1,1672493734512.3672,6076.584,11371.648
2,1672493719481.3894,6075.924,11141.744
3,1672493704456.1829,6074.644,11370.028
4,1672493689422.1543,6073.596,11164.692
5,1672493674386.7156,6073.836,11349.14
6,1672493659351.7632,6072.06,11165.972
7,1672493644316.657,6071.928,11361.74
8,1672493629284.767,6079.428,11456.588
9,1672493614249.7139,6074.524,11350.512
10,1672493599213.2144,6080.816,11464.008
11,1672493584177.8062,6076.952,11373.924
12,1672493569143.2083,6078.292,11465.476
13,1672493554108.1208,6074.808,11369.404
14,1672493539074.3982,6077.68,11457.552
15,1672493524040.2805,6008.016,11369.516
