,time,master,worker
0,1672223090036.7056,6129.224,11496.16
1,1672223075016.5518,6108.928,11607.496
2,1672223059981.053,6100.532,11411.544
3,1672223044959.6223,6127.224,11664.56
4,1672223029924.7126,6129.468,11517.716
5,1672223014898.4546,6101.06,11583.308
6,1672222999864.6372,6095.716,11456.184
7,1672222984836.5122,6129.236,11104.188
8,1672222969805.8262,6123.408,11602.244
9,1672222954779.0361,6121.732,11184.18
10,1672222939744.5068,6093.436,11502.232
11,1672222924710.444,6093.68,11117.676
12,1672222909680.807,6212.54,11590.412
13,1672222894646.037,6180.84,11308.12
14,1672222879611.815,6085.48,11484.212
15,1672222864576.988,6018.608,11266.868
