,time,master,worker
0,1672478092917.216,6171.108,11409.868
1,1672478077881.5127,6149.084,11544.872
2,1672478062848.826,6346.496,11126.22
3,1672478047818.165,6211.296,11640.244
4,1672478032782.118,6189.408,11257.0
5,1672478017756.7207,6144.468,11621.34
6,1672478002734.5698,6305.26,11459.668
7,1672477987699.2883,6168.824,11657.372
8,1672477972670.398,6157.904,11114.708
9,1672477957638.2334,6127.544,11406.492
10,1672477942604.0068,6328.216,11396.7
11,1672477927567.3896,6190.776,11540.22
12,1672477912533.8276,6169.604,11632.964
13,1672477897498.0015,6129.248,11490.12
14,1672477882461.183,6272.64,10978.608
15,1672477867427.9954,6169.88,11654.6
