,time,master,worker
0,1672733234865.4019,392.209559,6208.769829
1,1672733219841.7356,305.778811,5391.718206
2,1672733204821.3623,428.039783,6151.735953
3,1672733189790.095,1160.16493,5828.955148
4,1672733174758.9395,561.178278,6024.302634
5,1672733159723.229,369.316741,6347.246314
6,1672733144688.0405,425.29093,6331.18576
7,1672733129667.2793,317.598981,5444.766933
8,1672733114631.3699,279.274546,5923.59431
9,1672733099597.241,610.104281,6110.145601
10,1672733084562.5923,542.13938,5509.485549
11,1672733069529.8008,360.293933,6135.673971
12,1672733054495.3547,380.801022,5259.567695
13,1672733039472.1094,206.137957,5415.786799
14,1672733024437.3523,658.373598,5601.676504
15,1672733009404.4263,129.28043,5382.217959
