,time,avg,replicas,for pod
0,1671712464513.6182,18.437847,2,"[14.753593, 3.684254]"
1,1671712479682.385,10.488992,1,[10.488992]
2,1671712494851.6,35.768636,1,[35.768636]
3,1671712510032.044,49.780662,1,[49.780662]
4,1671712525193.5525,50.198632,1,[50.198632]
5,1671712540352.0178,48.30255,1,[48.30255]
6,1671712555519.6296,36.077296,1,[36.077296]
7,1671712570691.2917,33.568149,1,[33.568149]
8,1671712585861.96,49.937599,1,[49.937599]
9,1671712601036.2217,49.373515,1,[49.373515]
10,1671712616217.5193,97.57036199999999,2,"[49.730562, 47.8398]"
11,1671712631389.6433,84.99228,2,"[36.229276, 48.763004]"
12,1671712646557.1313,67.108564,2,"[18.34556, 48.763004]"
13,1671712661741.9373,66.91625499999999,2,"[16.947943, 49.968312]"
14,1671712676921.1409,82.295536,2,"[32.652063, 49.643473]"
