,time,avg,replicas,for pod
0,1671648245464.0547,50.243997,1,[50.243997]
1,1671648260617.6492,100.149396,3,"[49.668595, 18.388751, 32.09205]"
2,1671648275793.3103,149.886724,5,"[24.123049, 37.315226, 12.139097, 44.217302, 32.09205]"
3,1671648290956.0347,26.241477,1,[26.241477]
4,1671648306134.5398,50.189842,1,[50.189842]
5,1671648321292.2883,49.42196,1,[49.42196]
6,1671648336472.0378,50.569119,1,[50.569119]
7,1671648351633.623,73.961073,2,"[28.597098, 45.363975]"
8,1671648366806.2458,23.244066,1,[23.244066]
9,1671648381979.077,49.896849,1,[49.896849]
10,1671648397149.535,50.367245,1,[50.367245]
11,1671648412320.166,97.641876,2,"[49.896495, 47.745381]"
12,1671648427511.821,97.942149,2,"[50.196768, 47.745381]"
13,1671648442704.4236,66.53369699999999,2,"[25.464273, 41.069424]"
14,1671648457858.1228,70.064488,2,"[20.457492, 49.606996]"
