,time,avg,replicas,for pod
0,1672013556330.349,69.428,2,"[39.052, 30.376]"
1,1672013571515.0166,69.176,2,"[39.24, 29.936]"
2,1672013586676.2585,69.188,2,"[38.884, 30.304]"
3,1672013601834.0332,101.104,3,"[38.26, 32.58, 30.264]"
4,1672013617017.758,103.884,3,"[37.684, 35.828, 30.372]"
5,1672013632193.3433,103.312,3,"[37.684, 35.828, 29.8]"
6,1672013647363.742,165.392,5,"[32.712, 38.772, 35.768, 28.464, 29.676]"
7,1672013662539.3455,30.124,1,[30.124]
8,1672013677709.2732,31.832,1,[31.832]
9,1672013692875.9736,32.452,1,[32.452]
10,1672013708049.7397,60.07599999999999,2,"[27.096, 32.98]"
11,1672013723213.4644,60.692,2,"[30.684, 30.008]"
12,1672013738417.0552,66.88,2,"[36.692, 30.188]"
13,1672013753580.0068,68.844,2,"[38.388, 30.456]"
14,1672013768744.0425,99.77600000000001,3,"[37.604, 31.2, 30.972]"
