,time,avg,replicas,for pod
0,1672822169002.457,0.443282,1,[0.443282]
1,1672822184178.682,48.12005,1,[48.12005]
2,1672822199354.4463,50.330857,1,[50.330857]
3,1672822214534.935,92.25270499999999,2,"[48.551277, 43.701428]"
4,1672822229711.7822,65.02346,2,"[48.081683, 16.941777]"
5,1672822244882.7314,64.322596,2,"[49.368951, 14.953645]"
6,1672822260054.735,105.843694,3,"[50.049351, 12.523424, 43.270919]"
7,1672822275222.3472,110.07992999999999,3,"[50.160804, 16.48924, 43.429886]"
8,1672822290408.479,103.134564,3,"[28.805111, 24.391205, 49.938248]"
9,1672822305590.3032,153.94890500000002,5,"[40.694837, 27.347713, 37.262628, 30.210834, 18.432893]"
10,1672822320774.5327,113.86644400000002,5,"[27.105023, 13.171205, 47.95363, 15.347807, 10.288779]"
11,1672822335952.5518,216.41779699999998,7,"[35.726706, 15.505494, 41.781829, 11.91532, 48.378845, 48.886348, 14.223255]"
12,1672822351129.0364,171.28546599999999,5,"[35.726706, 16.733111, 41.781829, 45.756477, 31.287343]"
13,1672822366381.9836,47.887906,1,[47.887906]
14,1672822381556.94,50.403205,1,[50.403205]
