,time,avg,replicas,for pod
0,1672554278857.2043,50.122436,1,[50.122436]
1,1672554294051.5698,50.951013,1,[50.951013]
2,1672554309223.923,50.442227,1,[50.442227]
3,1672554324397.669,94.428999,2,"[45.653381, 48.775618]"
4,1672554339570.3152,63.679881,2,"[50.596975, 13.082906]"
5,1672554354746.6648,57.788208000000004,2,"[49.581825, 8.206383]"
6,1672554369930.2402,73.380552,2,"[50.179916, 23.200636]"
7,1672554385102.3616,77.885769,2,"[49.440819, 28.44495]"
8,1672554400295.8052,62.125517,2,"[49.811023, 12.314494]"
9,1672554415478.624,76.661565,2,"[49.811023, 26.850542]"
10,1672554430658.9841,68.179429,2,"[50.463237, 17.716192]"
11,1672554445824.844,72.872188,2,"[49.329138, 23.54305]"
12,1672554461004.8853,77.084668,2,"[49.35677, 27.727898]"
13,1672554476162.945,75.509052,2,"[50.007828, 25.501224]"
14,1672554491337.5464,68.004546,2,"[50.837847, 17.166699]"
