,time,avg,replicas,for pod
0,1672477387384.3853,139.088,5,"[31.148, 25.196, 24.916, 28.904, 28.924]"
1,1672477402612.9824,63.376,2,"[34.032, 29.344]"
2,1672477417825.5642,36.176,1,[36.176]
3,1672477433030.6477,37.66,1,[37.66]
4,1672477448266.6895,155.832,5,"[27.792, 37.116, 33.248, 27.66, 30.016]"
5,1672477463551.948,60.556,2,"[28.512, 32.044]"
6,1672477478773.4934,30.544,1,[30.544]
7,1672477493993.159,29.752,1,[29.752]
8,1672477509281.388,141.9,5,"[31.924, 23.988, 29.252, 28.148, 28.588]"
9,1672477524509.8318,63.868,2,"[34.844, 29.024]"
10,1672477539723.6797,30.924,1,[30.924]
11,1672477554939.1492,30.524,1,[30.524]
12,1672477570147.7424,114.05999999999999,4,"[30.864, 29.808, 28.008, 25.38]"
13,1672477585390.9436,29.0,1,[29.0]
14,1672477600600.7107,32.416,1,[32.416]
