,time,avg,replicas,for pod
0,1672479068495.203,59.932,2,"[30.612, 29.32]"
1,1672479083736.123,65.84,2,"[29.468, 36.372]"
2,1672479099020.1514,98.02799999999999,3,"[30.464, 31.832, 35.732]"
3,1672479114291.2534,29.356,1,[29.356]
4,1672479129566.7131,30.724,1,[30.724]
5,1672479144849.084,31.628,1,[31.628]
6,1672479160115.1743,146.32000000000002,5,"[31.024, 29.804, 29.724, 27.352, 28.416]"
7,1672479175380.2412,29.804,1,[29.804]
8,1672479190652.5728,30.468,1,[30.468]
9,1672479205909.1973,31.44,1,[31.44]
10,1672479221175.4253,84.768,3,"[28.992, 30.196, 25.58]"
11,1672479236433.9148,273.62399999999997,9,"[29.364, 29.904, 28.54, 28.36, 34.252, 27.56, 32.684, 35.452, 27.508]"
12,1672479251667.381,35.452,1,[35.452]
13,1672479266921.5361,35.724,1,[35.724]
14,1672479282160.6953,36.988,1,[36.988]
