,time,master,worker
0,1672479293833.2354,359.810182,5626.697874
1,1672479278800.8252,163.035324,6095.019941
2,1672479263780.079,700.992117,6041.501046
3,1672479248744.6118,486.093784,5825.465189
4,1672479233707.9907,446.928674,5832.089726
5,1672479218670.4272,366.122069,6000.946186
6,1672479203637.1895,294.816138,5406.506174
7,1672479188601.7278,919.530952,5914.33902
8,1672479173566.7925,496.671217,6056.172434
9,1672479158530.6853,386.27935,5764.630791
10,1672479143495.0757,301.312499,5907.53961
11,1672479128464.33,731.216506,5659.518434
12,1672479113429.9019,368.603003,6957.603756
13,1672479098405.858,558.282369,5365.476383
14,1672479083375.1626,140.554794,6540.113054
15,1672479068338.189,227.693892,5291.782903
