,time,avg,replicas,for pod
0,1672705392658.7715,122.756,4,"[28.6, 28.584, 35.816, 29.756]"
1,1672705407834.254,94.976,3,"[36.4, 29.26, 29.316]"
2,1672705423028.1265,31.104,1,[31.104]
3,1672705438204.9998,30.908,1,[30.908]
4,1672705453380.0964,31.764,1,[31.764]
5,1672705468563.1414,32.448,1,[32.448]
6,1672705483740.0188,31.552,1,[31.552]
7,1672705498910.9202,32.876,1,[32.876]
8,1672705514096.6665,32.716,1,[32.716]
9,1672705529273.0552,32.016,1,[32.016]
10,1672705544443.8625,32.112,1,[32.112]
11,1672705559630.6116,32.68,1,[32.68]
12,1672705574804.0,32.692,1,[32.692]
13,1672705589972.7205,32.268,1,[32.268]
14,1672705605146.1113,33.34,1,[33.34]
