,time,avg,replicas,for pod
0,1671743923583.0642,70.579315,2,"[20.923129, 49.656186]"
1,1671743938758.7346,62.832358,2,"[13.132409, 49.699949]"
2,1671743953928.7175,73.507958,2,"[23.520456, 49.987502]"
3,1671743969096.2373,65.667482,2,"[16.036156, 49.631326]"
4,1671743984267.9082,78.050513,2,"[27.928445, 50.122068]"
5,1671743999435.7683,65.78806,2,"[15.95104, 49.83702]"
6,1671744014604.5034,68.513955,2,"[18.65405, 49.859905]"
7,1671744029780.098,70.382024,2,"[20.645865, 49.736159]"
8,1671744044950.0137,68.02145999999999,2,"[17.978848, 50.042612]"
9,1671744060120.1025,78.12488,2,"[28.427778, 49.697102]"
10,1671744075290.1929,66.430774,2,"[16.614525, 49.816249]"
11,1671744090447.6033,68.07131000000001,2,"[18.15567, 49.91564]"
12,1671744105604.6973,70.677674,2,"[20.897468, 49.780206]"
13,1671744120768.3423,65.452876,2,"[15.755511, 49.697365]"
14,1671744135926.74,72.273483,2,"[22.294122, 49.979361]"
