,time,avg,replicas,for pod
0,1673454226825.3186,87.44,3,"[24.772, 32.636, 30.032]"
1,1673454241991.3752,99.476,3,"[34.352, 34.916, 30.208]"
2,1673454257151.0596,101.54400000000001,3,"[36.812, 35.296, 29.436]"
3,1673454272321.6746,160.17200000000003,5,"[30.128, 27.94, 35.308, 37.216, 29.58]"
4,1673454287491.1475,164.116,5,"[32.936, 28.5, 36.488, 36.704, 29.488]"
5,1673454302640.4253,30.196,1,[30.196]
6,1673454317803.8447,31.856,1,[31.856]
7,1673454332951.595,31.768,1,[31.768]
8,1673454348105.8992,61.212,2,"[31.376, 29.836]"
9,1673454363270.949,98.82,3,"[35.46, 34.088, 29.272]"
10,1673454378498.1814,102.65599999999999,3,"[36.232, 37.044, 29.38]"
11,1673454393659.1602,103.39999999999999,3,"[35.96, 37.032, 30.408]"
12,1673454408806.595,30.072,1,[30.072]
13,1673454423970.791,31.42,1,[31.42]
14,1673454439131.3892,32.356,1,[32.356]
