,time,avg,replicas,for pod
0,1673514860506.5312,70.104,2,"[29.928, 40.176]"
1,1673514875653.0874,70.652,2,"[31.02, 39.632]"
2,1673514890805.975,70.324,2,"[30.908, 39.416]"
3,1673514905958.8816,69.664,2,"[30.18, 39.484]"
4,1673514921109.8271,69.62,2,"[29.812, 39.808]"
5,1673514936262.6108,69.984,2,"[30.468, 39.516]"
6,1673514951402.1033,69.36,2,"[30.244, 39.116]"
7,1673514966555.745,72.02799999999999,2,"[31.356, 40.672]"
8,1673514981706.9856,70.616,2,"[31.104, 39.512]"
9,1673514996865.926,70.144,2,"[30.376, 39.768]"
10,1673515012016.3948,69.316,2,"[30.048, 39.268]"
11,1673515027171.3713,69.916,2,"[30.912, 39.004]"
12,1673515042323.6177,72.0,2,"[32.048, 39.952]"
13,1673515057475.8833,69.812,2,"[30.144, 39.668]"
14,1673515072625.688,70.012,2,"[30.496, 39.516]"
