,time,observed
0,1672485578763.1184,1
1,1672485593971.9248,1
2,1672485609183.504,2
3,1672485624395.2952,2
4,1672485639629.862,3
5,1672485654839.7947,3
6,1672485670056.163,3
7,1672485685279.1648,3
8,1672485700486.9106,5
9,1672485715701.5503,5
10,1672485730954.3972,1
11,1672485746162.7456,1
12,1672485761365.9717,2
13,1672485776557.0657,2
14,1672485791752.9775,3
