,time,master,worker
0,1672485803944.5886,6208.932,11237.124
1,1672485788909.7598,6205.076,11446.396
2,1672485773875.8474,6203.22,11488.56
3,1672485758840.6377,6191.724,11382.152
4,1672485743807.3066,6173.492,11474.588
5,1672485728782.256,6259.392,11480.804
6,1672485713745.6035,6235.504,11572.384
7,1672485698714.4092,6227.408,11446.94
8,1672485683678.37,6201.528,11538.508
9,1672485668654.2612,6203.32,11463.436
10,1672485653628.212,6200.38,11529.52
11,1672485638605.899,6204.584,11388.896
12,1672485623570.3018,6200.608,11524.24
13,1672485608542.7695,6189.16,11421.024
14,1672485593506.5476,6101.9,11520.708
15,1672485578477.007,6230.176,11448.568
