,time,master,worker
0,1672485803944.5886,158.698239,5073.276799
1,1672485788909.7598,196.371469,6005.801749
2,1672485773875.8474,222.318591,5883.344845
3,1672485758840.6377,245.40882,5527.496165
4,1672485743807.3066,336.92495,5718.728249
5,1672485728782.256,253.594211,6005.603076
6,1672485713745.6035,230.36978,5715.306982
7,1672485698714.4092,210.374164,6033.06329
8,1672485683678.37,154.918915,5567.293851
9,1672485668654.2612,182.83774,6240.842754
10,1672485653628.212,220.0334,5864.697797
11,1672485638605.899,185.717361,5577.354838
12,1672485623570.3018,148.39473,5596.241407
13,1672485608542.7695,479.807658,5912.706517
14,1672485593506.5476,333.64107,5636.497017
15,1672485578477.007,192.777435,5987.510644
