,time,avg,replicas,for pod
0,1672485578763.1184,37.544,1,[37.544]
1,1672485593971.9248,37.544,1,[37.544]
2,1672485609183.504,38.9,1,[38.9]
3,1672485624395.2952,66.812,2,"[28.564, 38.248]"
4,1672485639629.862,67.20400000000001,2,"[28.728, 38.476]"
5,1672485654839.7947,66.944,2,"[28.468, 38.476]"
6,1672485670056.163,99.28399999999999,3,"[28.868, 32.748, 37.668]"
7,1672485685279.1648,103.856,3,"[28.616, 37.0, 38.24]"
8,1672485700486.9106,103.99199999999999,3,"[28.524, 36.892, 38.576]"
9,1672485715701.5503,160.464,5,"[28.624, 37.14, 28.836, 37.392, 28.472]"
10,1672485730954.3972,37.364,1,[37.364]
11,1672485746162.7456,38.608,1,[38.608]
12,1672485761365.9717,39.052,1,[39.052]
13,1672485776557.0657,68.376,2,"[38.424, 29.952]"
14,1672485791752.9775,67.72,2,"[38.516, 29.204]"
