,time,master,worker
0,1673514605640.0654,6022.804,11233.776
1,1673514590605.6914,6021.176,11403.58
2,1673514575578.7373,6021.528,11280.848
3,1673514560547.0151,6018.96,11446.724
4,1673514545512.7803,6018.372,10723.944
5,1673514530483.4385,6019.532,11442.528
6,1673514515448.728,6020.9,10751.048
7,1673514500422.5894,6017.04,11417.072
8,1673514485388.6958,6018.04,11534.244
9,1673514470364.776,6019.244,11397.088
10,1673514455330.4365,6019.384,11493.736
11,1673514440296.7778,6016.208,11377.252
12,1673514425274.8374,6017.356,11514.536
13,1673514410251.6458,6018.376,11354.46
14,1673514395219.882,6016.804,11448.668
15,1673514380191.4768,5949.1,11351.48
