,time,observed
0,1672823129664.9385,9
1,1672823144844.608,1
2,1672823160042.127,10
3,1672823175233.8162,1
4,1672823190424.3647,5
5,1672823205645.1096,10
6,1672823220927.4067,16
7,1672823236120.4143,1
8,1672823251314.6062,1
9,1672823266513.562,5
10,1672823281803.944,10
11,1672823297001.914,1
12,1672823312239.4417,1
13,1672823327438.4932,5
14,1672823342657.1611,10
