,time,master,worker
0,1672823354953.605,6321.524,11398.672
1,1672823339930.34,6447.332,11115.844
2,1672823324894.444,6424.292,11347.536
3,1672823309858.169,6325.016,11027.444
4,1672823294823.0288,6312.56,11263.464
5,1672823279786.9292,6446.432,11255.292
6,1672823264750.6616,6409.488,11427.288
7,1672823249716.0232,6315.156,11548.452
8,1672823234679.312,6302.848,11392.036
9,1672823219651.2495,6520.324,11059.332
10,1672823204617.444,6483.064,11496.364
11,1672823189590.5273,6364.288,11057.632
12,1672823174555.4204,6341.24,11421.7
13,1672823159521.5674,6292.776,11030.052
14,1672823144481.0032,6285.468,11300.604
15,1672823129453.8408,6349.6,11284.776
